id,Title,Link,Raw_Text,Company,Found_Skills
105,Військова служба за контрактом,https://jobs.dou.ua/companies/rc-ivano-frankivskogo-rttsk-ta-sp/vacancies/358556/?from=first-job,"
Запрошуємо на військову службу за контрактом до лав Збройних Сил України громадян, що раніше НЕ ПРОХОДИЛИ ВІЙСЬКОВУ СЛУЖБУ:Чоловіків віком с 18 до 24 років запрошуємо на контракт строком на 1 рік з одноразовою виплотою 1000000 грн. А також щомісячне грошове забезпечення військовослужбовців для рядового та сержантського складу від 21 000 до 121 000 грн. (враховуючи премії за виконання бойових завдань). Навчання на обрану військову спеціальність у навчальному центрі від 1 до 3-х місяців.Для чоловіків віком с 25 до 45 років запрошуємо на контракт строком на 3 ріки. Щомісячне грошове забезпечення військовослужбовців для рядового та сержантського складу від 21 000 до 121 000 грн. (враховуючи премії за виконання бойових завдань). Є різні посади як бойові так і не бойові.Бойові посади для жінок віком с 18 до 24 років: оператори безпілотних літальних апаратів, медики. Запрошуємо на контракт строком на 2 рок из одноразовою виплатою 1000000 грн. А також, щомісячне грошове забезпечення військовослужбовців для рядового та сержантського складу від 21 000 до 121 000 грн. (враховуючи премії за виконання бойових завдань). Навчання на обрану військову спеціальність у навчальному центрі від 1 до 3-х місяців.Не бойові посади для жінок віком с 18 до 45 років: строк контракту 3 роки кухарі, діловоди та іше. Це гарантоване грошове забезпечення — рядовим від 21 000 грн. до 75 000 грн. на місяць та його підвищення в ході просування по службі. Навчання на обрану військову спеціальність у навчальному центрі від 1 до 3-х місяців.Переваги служби за контрактом:-можливість кар’єрного росту;-гарантована щорічна основна відпустка від 30 до 45 календарних днів зі збереженням грошового та матеріального забезпечення;-безоплатна кваліфікована медична допомога;-вирішення житлового питання;-пенсійне забезпечення;-соціальний захист сімей військовослужбовців.Допоможемо Вам з проблемними та організаційними моментами, візьмемо на себе процес пошуку посади для Вас та оформлення всіх необхідних паперів! Навіть, якщо у Вас були втрачені деякі документи, Ви не залишитесь сам на сам з цією проблемою!Сплануємо Вам дорогу, розкажемо як найкраще і найвигідніше до нас доїхати. Зустрінемо, безкоштовно розмістимо та нагодуємо!  Найголовніші вимоги до кандидата — це мотивація та бажання зробити внесок у спільну перемогу.Контактна особа: Інструктор відділення рекрутингу — Андрій, тел. 0959327823.Переводами та СЗЧ не займаємося!
",Рекрутинговий центр Івано-Франківського РТЦК та СП,not found
106,Operations Support Specialist,https://jobs.dou.ua/companies/intetics-co/vacancies/352684/?from=first-job,"
Intetics Inc., a leading American technology company specializing in custom software application development, distributed professional teams creation, software product quality assessment, and digital solutions, is looking for an Operations Support Specialist to join its team.Project duration: 4–5 monthsWorkload: Full-time with extended hours Responsibilities:• Provide drivers with real-time route information via voice chat• Adjust routes in navigation software when changes occur• Maintain and report survey statistics• Process collected data according to instructions• Troubleshoot operational issues as they arise• Book hotels following provided guidelines• Participate in a one-week training session prior to project start Requirements:• Confident computer user• Driving experience or strong understanding of traffic rules• Good communication skills• Experience with QGIS or other GIS/routing tools is an advantage• Personal computer with fast and stable internet connection• English — Upper-IntermediateSpecific conditions:• Extended working hours: up to 9 hours per day with flexible breaks• Occasional weekend shifts on a rotational basisWhat we offer:Competitive compensation above market averageOpportunity for seasonal / short‑term employment (perfect for summer)No prior experience required — full onboarding and support providedFriendly, supportive team and clear expectations
",Intetics,"Git,English"
107,Junior Affiliate Manager,https://jobs.dou.ua/companies/trionika/vacancies/358513/?from=first-job,"
Trionika — компанія з основною експертизою у залученні та монетизації інтернет-трафіку в напрямках Education та Finance.Наша команда PDL-profit динамічно розвивається в напрямку афілейт-маркетингу (Finance) та відкриває нову позицію Junior Affiliate Manager — це чудова можливість увійти в індустрію та рости по карʼєрній драбині.Чому саме ми:сапорт від керівника для швидкого опановування необхідних знань та навичок;наявність цікавих та різноманітних задач;робота на результат без трекінгу часу;оплачувана відпустка та лікарняні;гнучкий графік роботи (початок дня регулюєш самостійно);віддалений формат роботи. Очікуємо:теоритичні знання позиції traffic/affiliate manager;бажання та мотивація швидко навчатися;високі комунікаційні навчики (спілкування з партнерами, робота с запереченнями); рівень володіння англійською мовою В1+ (Intermediate);пройдені курси з афілейт-маркетингу — будуть великим плюсом.Основні задачі:залучення та утримання веб-майстрів (бурж-ринки);вибудовування довгострокових відносин з існуючими веб-майстрами;вирішення завдань та питань веб-майстрів;робота над звітами та аналітикою.
Не зволікай! Відправляй своє CV і приєднуйся до нашої команд
",TRIONIKA,English
108,Junior Mobile App Deployment Specialist,https://jobs.dou.ua/companies/novoplex/vacancies/358464/?from=first-job,"
Novoplex — це група компаній, які розробляють iGaming продукти та надають послуги у різних сферах перформанс маркетингу.Performance marketing агенція Traffic Brewery в пошуку Mobile App Deployment Specialist, який буде відповідати за публікації та підтримку мобільних додатків у App Store та Google Play.Що ти будеш робити:Приймати готові білди від розробників (Android, iOS), перевіряти комплектність перед публікацією;Публікувати додатки у App Store Connect та Google Play Console — від А до Я;Оформлювати метадані: тайтли, описи, іконки, скріншоти, ключові слова;Проходити модерацію, грамотно працювати з реджектами, подавати апеляції та вести листування з review-командами;Випускати оновлення: нові версії, хотфікси, ребренди;Моніторити статуси додатків та оперативно реагувати на бани;Вести внутрішній облік: додатки, акаунти, статуси, історія публікацій.Що тобі знадобиться для цього:Технічний бекграунд: профільна освіта або закінчені курси за технічним напрямком;Англійська на рівні B1+ для взаємодії з підтримкою App Store і Google Play;Висока уважність до деталей, точність у роботі з метаданими, статусами та обліком;Проактивність та самостійність — здатність своєчасно сигналізувати про проблеми та знаходити рішення;Готовність працювати в умовах змін та швидко перебудовувати пріоритети.Що буде плюсом:Досвід публікації додатків у App Store або Google Play;Досвід роботи з App Store Connect або Google Play Console.Чому варто бути частиною Novoplex:Можливості для професійного розвитку: компенсація професійних курсів та івентів;Справедлива винагорода, що залежить від вкладу;Час для відпочинку: 20 робочих днів відпустки, вихідний на день народження та додаткові дні до значимих дат. Гнучкі вихідні державних свят України;Час для відновлення: 7 днів лікарняних без довідки від лікаря, з довідкою — без ліміту. Maternity leave;Забезпечення необхідним для безперебійної роботи: техніка, павербанки, компенсація коворкінгів;Work-life balance: гнучкий початок робочого дня з 9 до 11, remote формат.Якщо ти думаєш, що ми твій perfect match, час ознайомитися з нашим Hiring процесом:First Meet Дякуємо за твій відгук, зараз твоє резюме прямує до нашої рекрутмент команди. Якщо твої скіли відповідають вимогам вакансії, наш рекрутер зв’яжеться з тобою, щоб познайомитися та дізнатися трішки більше один про одного.Tech interview Інтерв’ю з твоїм потенційним менеджером, де обговоримо твої навички, технічне розуміння процесу публікації додатків та підхід до роботи.Test Task (опціонально) Тестове завдання допоможе тобі зрозуміти свої day-to-day tasks та допоможе нам побачити твої навички на практиці.Offer letter Ми надсилаємо оффер та з нетерпінням чекаємо тебе у нашій команді. Congrats :)Якщо ти відчуваєш, що ми можемо підійти один одному — еплайся і let’s rock it 🚀
",Novoplex,Degree
109,Монтажник електронного обладнання / Hardware Technician,https://jobs.dou.ua/companies/kray/vacancies/344866/?from=first-job,"
Ми шукаємо мотивованого монтажника електронного обладнання, який має бажання приєднатись до команди для зміцнення обороноздатності України. Попередній відповідний досвід буде корисним, але не є вирішальним. Це унікальна можливість для кандидатів, які хочуть розпочати свою кар’єру в сфері інженерії та отримати цінний досвід у динамічному середовищі.Продукти, про які йде мова, належать до галузі військових технологій і використовуються Збройними Силами України. Зважаючи на це, віддалений формат не підходить для роботи з даними продуктами.ЦЯ РОЛЬ ПЕРЕДБАЧАЄ:Монтаж електронних компонентівЗбірка електронних виробівІнсталяція програмного забезпеченняНалагодження та тестування виробівКонтроль якості пайки — перевірка якості з’єднань.ЯКІ НАВИЧКИ МИ ОЧІКУЄМО:Базовий досвід роботи з паяльним обладнаннямУважність до деталейВідповідальністьБажання розвиватись в напрямку електронікиБУДЕ ПЕРЕВАГОЮ:Технічна освітаБазові навички користування вимірювальними приладами (мультиметр, осцилограф)Досвід прототипування електронних саморобокДосвід роботи на виробництві електронікиМИ ПРОПОНУЄМО:Можливість застосовувати ваш досвід і навички для зміцнення обороноздатності України;Комфортні умови праці та ринкову заробітну плату;Відпустки, лікарняні та інші соціальні гарантії відповідно до законодавства;Можливість професійного зростанняРоботу в команді професійних однодумців
",KRAY,Degree
110,Information security specialist,https://jobs.dou.ua/companies/prat-bank-familnii/vacancies/258716/?from=first-job,"
Команда ПрАТ «БАНК ФАМІЛЬНИЙ» шукає натхненного спеціаліста з інформаційної безпеки, який готовий приєднатися до нашої команди експертів та внести свій вклад у створення безпечнішого цифрового просторуРобота у нас це:колектив висококваліфікованих експертів, що сприяє навчанню та професійному зростанню;передове корпоративне технічне обладнання та високоякісні інструменти, які необхідні для ефективної роботи та реалізації проектів;графік праці, що передбачає повноцінний робочий тиждень з понеділка по п’ятницю, з 09:00 до 18:00медичне страхування;наша команда цінує особисту взаємодію та співпрацю, тому всі позиції передбачають роботу з нашого затишного офісу, розташованому поруч із станцією метро Деміївська;спортивний зал прямо в офісі, що дозволяє підтримувати фізичну форму без зайвих затрат часу;смаколики та свіжі фрукти це лише частина нашої культури піклування та уваги до кожного члена команди.Вашими обов’язками буде:реагуванняення на інциденти інформаційної безпеки та їх подальша обробка згідно Плану реагування;розробка навчальних матеріалів та проведення семінарів для підвищення обізнаності співробітників у галузі кібербезпеки;моніторинг стану мережі та виявлення аномалій за використанням спеціалізованого ПЗ;вдосконалення системи моніторингу через інтеграцію передових рішень та налаштування правил сповіщення;виявлення та оцінка вразливостей внутрішніх серверів і сервісів;контроль за своєчасним встановлення оновлень безпеки, включаючи верифікацію успішності оновлень;допомога в аналізі подій безпеки та робота з інцидентами під керівництвом досвідчених колег;розробка та контроль дотримання стандартів безпечної конфігурації для ОС (Windows/Linux) та мережевого обладнання;участь в адмініструванні та технічній підтримці платформи Wazuh;дослідження та впровадження новітніх технологій у сфері кібербезпеки як на землі, так і в хмарі (Azure та AWS).У нашого кандидата є:вища освіта за спеціальністю 125 Кібербезпека та захист інформації, освітній ступінь Бакалавр; студенти останніх курсів бакалаврату за відповідною спеціальністю також розглядаються;навички адміністрування OS Windows та дистрибутивів Linux;знання стеку протоколів TCP/IP;бажано досвід у використанні систем wazuh та ELK;обов’язкове розуміння нормативно-правової бази в галузі інформаційної безпеки.Ми цінуємо різноманіття думок, підтримуємо професійне зростання та надаємо кожному в команді можливість впливати на наш спільний успіх.Якщо ви маєте базові знання у сфері кібербезпеки, прагнете отримати свій перший досвід та хочете застосувати свої навички в реальних умовах, вирішуючи інциденти інформаційної безпеки та вдосконалюючи стратегії безпеки, ми запрошуємо вас стати частиною нашої команди/Надсилайте Ваше CV! Ми впевнені, що Ви шукали саме цю вакансію)
",ПрАТ БАНК ФАМІЛЬНИЙ,"Linux,Degree"
111,Recruiter,https://jobs.dou.ua/companies/rp-platform/vacancies/352721/?from=first-job,"
This is a fantastic opportunity to join a fast-growing company at the heart of the digital revolution. Our software product is revolutionising manufacturing through automation. We are trusted by global brands and work across sectors (mobility, consumer goods, machinery etc).We have a talented and ambitious team. We value integrity and are passionate about our mission to revolutionise advanced manufacturing.This is your opportunity to:Accelerate your career in an open, innovative product company.Work with a highly talented team to solve complex problems using the latest technologies.Share in our ambitious vision and make a meaningful difference towards autonomous manufacturing.Responsibilities:Source and recruit candidates for roles.Screen candidates resumes and job applications.Manage the interviewing process.Provide analytical and documented recruiting reports to the rest of the team.Develop & execute a recruitment strategy.You will be joining a well-versed team if you have:University degree in Foreign Languages.Fluent in English.Currently live in Vinnytsia.
",AMFG,"Git,Degree"
112,Аналітик,https://jobs.dou.ua/companies/datafactory/vacancies/345463/?from=first-job,"
Ми шукаємо амбіційного кандидата на посаду Аналітика в нашій компанії, яка спеціалізується на обробленні даних, аналізі інформації та підготовці аналітичних матеріалів.Вимоги:— Глибокі знання аналітичних методів та інструментів Вміння працювати з великими обсягами даних Високий рівень володіння Excel та SQL— Бажано, але не обовʼязково розуміння основ Python— Бажано, але не обовʼязково вміння користуватись з платформами BI — Вміння створювати звіти та презентації — Комунікабельність та вміння працювати в команді — Бажання розвитку, вдосконалення та ініціативність.Обов’язки: — Збір та обробка даних для подальшого аналізу — Проведення статистичного та кількісного аналізу даних — Підготовка звітів та аналітичних матеріалів— Покращення архітектури бази даних— Взаємодія з розробниками для впровадження автоматизації регулярних звітів — Взаємодія з іншими відділами компанії для забезпечення отримання необхідної інформації для прийняття управлінських рішень.Ми пропонуємо: — Індивідуальний підхід до кожного кандидата— Цікаві проекти та можливість розвитку у сфері аналітики і цифрових технологій— Гнучкий підхід до відвідування офісу (можливі гібридна або віддалена форми) та графік роботи — Конкурентну заробітну плату та можливість кар’єрного росту.
",ТОВ «Фабрика даних»,"Python,SQL"
113,Junior Marketing Manager (Wisey),https://jobs.dou.ua/companies/universe/vacancies/354358/?from=first-job,"
Привіт! Шукаємо Junior / Trainee Marketing Manager, який(а) хоче зайти в маркетинг і швидко вирости в одному з найсильніших напрямків — креативному маркетингу.Сьогодні ринок змінився: креатив став ключовим драйвером росту продуктів, а не просто «доповненням до маркетингу». У більшості продуктових компаній саме креативи визначають чи буде кампанія прибутковою, наскільки швидко масштабується продукт і скільки мільйонів доларів він згенерує!Через це Креативний маркетинг сьогодні:Одна з найдефіцитніших ролей на ринку.Перехід від trainee до middle займає ~6—12 місяців, до team lead можна вирости за 1,5 роки.У багатьох продуктових ІТ-компаніях саме креативники стають найшвидше зростаючою групою по грейдах і компенсації.Поєднання аналітики, трендів і відчуття контенту.І хороша новина: в нього реально зайти без прямого досвіду, якщо є смак, цікавість і бажання швидко вчитись.Тож хапай можливість:зайти в професію, яка прямо зараз формується і росте швидше за інші напрямки маркетингу;вирости до сильного спеціаліста з постійною підтримкою ментора;будувати карʼєру в одному з найвисокооплачуваніших напрямків у продуктовому ІТ.Продукт з яким ти працюватимеш:Wisey — бізнес Universe Group, який будує сервіс для покращення персональної продуктивності користувачів з усього світу. Вже понад 4 млн користувачів долучились до платформи, яка містить унікальний контент та механіки, що присвячені боротьбі з прокрастинацією, підвищенню продуктивності, концентрації уваги, розвитку пам’яті, логіки, взаємин, психології та інших тем.Знайомся з Назаром, Creative Team Lead в команді Wisey. У Назара понад 8 років досвіду в маркетингу. За майже 3 роки в команді Wisey Назар встиг попрацювати та стати лідом платної закупки трафіку в соціальних мережах і зараз очолює креативну команду, що складається з 18 спеціалістів (7 Creative Marketing Manager’ів та 11 дизайнерів).👉 До речі, рекомендуємо також почитати за посиланням корисну статтю від Назара про наш шлях і колонку від CEO Wisey.Ти будеш відповідати за повний цикл створення креативів: гіпотеза → креатив → тест → аналіз → нова гіпотезадослідження аудиторій, болей і ринкугенерація гіпотезпостановка ТЗ дизайнераманаліз результатів і масштабування працюючих рішеньТвої майбутні задачі:Створювати креативні концепції для Meta та TikTokАналізувати ринок, конкурентів і трендиФормувати ТЗ на відео та статичні креативиАналізувати ефективність (що «зайшло», а що ні)Генерувати нові гіпотези та підходиПрацювати з AI-інструментами для створення та оптимізації креативівМи шукаємо людину, яка:Має сильну мотивацію працювати та розвиватись в креативному маркетингуВміє мислити структурно (через аудиторії, інсайти, логіку)Не боїться фейлів і готова працювати в середовищі постійних тестівБере ownership за задачі та доводить їх до результатуШвидко навчається і проактивно шукає рішенняАнглійська Upper-Intermediate (B2+) або вище➕ Буде плюсом:Досвід у маркетингу / контенті / рекламіДосвід в рекламних агентствахБазове розуміння performance-маркетингуUniverse Group будує tech-бізнеси, перетворюючи ідеї на глобальні продукти. До групи входять три компанії: Guru Apps, FORMA та Wisey. Їхні продукти об’єднують понад 400 мільйонів користувачів зі 186 країн світу, спрощуючи буденність і створюючи нові можливості для розвитку. Universe Group також розвиває нові бізнеси, що будуть частиною глобального технологічного ринку.Що ми пропонуємо:Office first формат роботи — аll-inclusive офіс у Києві: у нас є все для твоєї комфортної роботи, а саме: сніданки, обіди, доріжки для ходіння, silent room для фокуса уваги — це далеко не все, що чекає на тебе в нашому спейсі. Ближче познайомитися з офісом можна переглянувши це відео або прочитавши статтю.Розвиток та навчання — твій ріст визначає успіх команди. Внутрішні тренінги та кращі експерти з України та світу допоможуть швидко прокачати навички.Кар’єрне зростання — у нас культура швидкого розвитку: до 10 менеджерів щороку отримують підвищення. Все залежить від твого бажання та результатів.Релокаційний пакет — комфортний переїзд до Києва або Варшави з фінансовою підтримкою, допомогою рієлторів та адаптацією в новому місті.Один із кращих соцпакетів — винагорода відповідає запитам ринку, 20 днів оплачуваного відпочинку, співпраця через ФОП або Дія.City, оплачувані лікарняні та медстрахування.Well-being program — ми турбуємося про ментальне здоровʼя команди, тому компенсуємо роботу з психологом, а також проводимо класи з йоги та медитації в офісі.Підтримка під час війни — безпека та стабільність для тебе та твоїх рідних. Забезпечуємо всім необхідним для безперебійної роботи та долучаємось до ініціатив із відновлення України.Важливо: перші 1.5 місяці можливий ремоут формат, надалі робота в нашому офісі у Києві🧡Залиш своє резюме і зроби крок назустріч новим можливостям!Ставай частиною нашого Всесвіту.InstagramFacebookLinkedin
",Universe Group,English
114,Junior Business Analyst (Account Management and Sales team),https://jobs.dou.ua/companies/solidgate/vacancies/263532/?from=first-job,"
Our Mission and VisionAt Solidgate, our mission is clear: to empower outstanding entrepreneurs to build exceptional internet companies. We exist to fuel the builders — the ones shaping the digital economy — with the financial infrastructure they deserve. To achieve that, we’re on a bold path: to become the #1 payments orchestration platform in the world.We believe the future of payments is shaped by people who think big, take ownership, and bring curiosity and drive to everything they do. That’s exactly the kind of teammates we want on board.About the RoleAs a Junior Business Analyst in the Account Management and Sales team, you’ll gain hands-on experience in fintech while strengthening your analytical, operational, and business skills. This role places you at the core of client interaction and business process optimization, where every task directly contributes to Solidgate’s growth.What you’ll ownAnalyzing sales results (Cross-sell/Up-sell), building metrics and reports, and providing recommendations to optimize team processes.Interacting with clients, addressing requests, and providing information about our products and services.Preparing presentations, documentation, and organizing meetings.Supporting operational processes within Account Management and Sales teams.You’re a great fit if you haveBachelor’s or Master’s degree (completed or in progress)Strong academic achievements and resultsEnglish proficiency at Upper-Intermediate level or higherExcellent analytical and communication skillsHigh level of responsibility and a results-driven mindsetParticipation in international or academic programs (FLEX, Erasmus, CFA Research Challenge, or similar) will set you apart.Why Solidgate?No internships here — we build careers. Get hands-on from day one and make a real impact.Enjoy the ride. A wow office in Kyiv center, daily lunches, snacks, team buildings, and a learning budget to keep you growing.Flex your schedule. Balance studies and work with flexible hours that fit your life.Your work = real outcomes. Shape how global companies move money.💌 The Extras: 30+ days off, unlimited sick leave, free office meals, health coverage, and Apple gear to keep you productive. Courses, conferences, sports and wellness benefits — all designed for ideas, focus, and fun.Tomorrow’s fintech needs your mindset. Come build it with us.Know top talent? We’re always on the lookout. Recommend someone for our role, and if they get hired, there’s a bonus waiting for you — simple as that.
",Solidgate,"Git,English,Degree"
115,Статист-аналітик,https://jobs.dou.ua/companies/427-i-okremii-polk-bezpilotnih-sistem-rarog/vacancies/312351/?from=first-job,"
Огляд 427-ий окрема бригада безпілотних систем «РАРОГ» займає гідне місце серед всіх «літаючих» підрозділів Збройних Сил України за кількістю знищеної ворожої техніки та живої сили противника. Бригада розвивається та створює нові команди. Ми використовуємо дрони наступних типів: бомбери, FPV, крила, мавіки, НРК (наземні роботизовані комплекси). Ці безпілотні системи виконують завдання дистанційного мінування, бомбардування супротивника, а також доставку провізії та боєкомплекту піхоті. Підрозділ всього навчить! Головне — ваше бажання!Обов’язкиопрацювання фото- та відеоматеріалівробота з системами ситуаційної обізнаності та спеціалізованим програмним забезпеченнямобробка данихпроведення статистичного аналізу данихвізуалізація результатів досліджень (репрезентативне порівняння, концентрації тощо)співпраця з іншими членами командианаліз розвідувальної інформаціїПеревагидосвід роботи з даними: збір, обробка, аналіз, візуалізація великих обсягів інформаціїнавички роботи з програмним забезпеченням (Excel, Google Sheets, Delta, Кропива)аналітичні навички: критичне мислення, формулювання гіпотез, проведення досліджень, інтерпретація результатівуважність до деталей: точність у роботі з даними, здатність виявляти помилки та неточностікомунікативні навички: здатність презентувати результати досліджень письмово та усноздатність працювати в командібажання навчатися та розвиватисяУмовимобілізація до кінця воєнного стану або служба за контрактомгрошове забезпечення від 50 000 до 70 000 гривень залежно від поставлених завдань та місця службисоціальні пільги згідно з чинним законодавством: щорічна відпустка 30 календарних днів, медичне забезпеченнясоціальний захист військовослужбовців та членів їхніх сімейhttps://rarog.in.ua/http://www.youtube.com/@RarogDrones427https://forms.gle/XLsbJCasPKWigF917
",427-а окрема бригада безпілотних систем Рарог,not found
116,Trainee Talent Sourcer (internship),https://jobs.dou.ua/companies/everstar/vacancies/358295/?from=first-job,"
Хочеш почати кар’єру в сорсингу?Ми відкриваємо оплачувану інтернатуру для майбутніх сорсерів — це твій шанс увійти в професію з нуля та отримати роботу 💼Це не просто інтернатура, а робота з навчанням на старті: ти приєднуєшся до команди, проходиш 3 тижні інтенсиву і далі працюєш як Talent Sourcer.Cтарт: 10 червняРівень: без досвіду (junior / trainee)Після інтернатури — перегляди фінансової складової та нематеріальні бонусиМи — Everstar, рекрутингова агенція, яка допомагає приватним компаніям оборонної сфери знаходити сильних спеціалістів і разом наближати перемогу України.Наші партнери — високотехнологічні компанії, що розробляють та виробляють техніку й радіоелектронні пристрої, які підсилюють обороноздатність країни. Компанії активно зростають, розвивають нові напрями та вдосконалюють процеси, тому зараз ми розширюємо нашу команду рекрутингу.Вже на старті в тебе буде:Підтримка досвідчених колег, які допоможуть швидко адаптуватися до всіх процесівОфіційне працевлаштування та оплата вже на етапі навчанняБронювання 100% військовозобов’язаних (за наявності актуальних документів)Робота з продуктом, що безпосередньо впливає на обороноздатність країниВідкрите та сильне середовище, де цінують ідеї кожногоОфіс на правому березі КиєваВся необхідна техніка та ресурси для роботиФінансовий бонус для кандидатів з інших міст або країнПісля успішного проходження інтернатури:Гнучкий старт робочого дня та 1 день на тиждень віддаленоМедичне страхування та підтримка корпоративного психолога24 календарні дні відпустки + додатковий вихідний на День народженняДоступ до навчальних програм, вебінарів та лекцій від команди L&D та зовнішніх експертівКорпоративна бібліотека та курси англійської мовЦя роль для тебе, якщо ти:Маєш досвід у лідогенерації, аналітиці, продажах або суміжних сферах (data / research / sales / маркетинг / журналістика) або закінчив/ла профільні курсиВмієш пріоритезувати задачі і тримати фокус на результатіВмієш аналізувати та розбирати задачі на «деталі»Маєш азарт до пошуку прихованої інформації та тестування нових підходівГнучкий/ка у підходах і відкритий/а до експериментів Що будеш робити:Спільно з рекрутером будувати стратегію пошуку спеціалістів в R&D, адміністративну, sales, security та інші командиШукати кандидатів через різні канали (ATS, LinkedIn, бази даних, Boolean, нетворк), будувати якісний пайплайнКомунікувати з кандидатами: від першого контакту, оцінки до призначення співбесідиАналізувати воронку найму та підсвічувати вузькі місця в процесіПроводити ресерч ринку (тренди, технології, зарплатні очікування) та пропонувати ідеї на основі аналітикиСпівпрацювати з рекрутерами та Talent Sourcing Lead для покращення підходівПідтримувати позитивний candidate experienceЯкщо ти хочеш розпочати кар’єру в сорсингу — надсилай своє резюме, будемо раді познайомитися!
",Everstar,SQL
